,,D0,D1,D2,D3,D4,D5,D6,D7,D8,D9
2003,3,['POLY.TA' 'ADGR.TA' 'CTPL5.TA' 'GZT.TA' 'TDRN.TA' 'EMDV.TA' 'BIRM.TA'],['ZUR.TA' 'LUDN.TA' 'CDEV.TA' 'AYAL.TA' 'KAFR.TA' 'FRSX.TA' 'ELDAV.TA'],['ROBO.TA' 'MLTM.TA' 'PLCR.TA' 'AICS.TA' 'SRAC.TA' 'SHOM.TA' 'RAVD.TA'],['AMAN.TA' 'ASHO.TA' 'RPAC.TA' 'ORBI.TA' 'RSEL.TA' 'CMER.TA' 'TREN.TA'],['EMCO.TA' 'NAWI.TA' 'AURA.TA' 'SFET.TA' 'ISCN.TA' 'TEDE.TA' 'SMNIN.TA'],['CMDR.TA' 'YBOX.TA' 'ENLT.TA' 'TUZA.TA' 'NISA.TA' 'PAYT.TA' 'ANLT.TA'],['PRTC.TA' 'IES.TA' 'CFX.TA' 'MNRV.TA' 'AVRT.TA' 'TAYA.TA' 'ONE.TA'],['IBI.TA' 'MTRX.TA' 'TLSY.TA' 'ASGR.TA' 'MTDS.TA' 'HOD.TA' 'GSFI.TA'],['PLRM.TA' 'RLCO.TA' 'KRUR.TA' 'EXPO.TA' 'KLIL.TA' 'WSMK.TA' 'BRIL.TA'],['SEMG.TA']
2003,4,['POLY.TA' 'ADGR.TA' 'CTPL5.TA' 'GZT.TA' 'TDRN.TA' 'EMDV.TA' 'BIRM.TA'],['LUDN.TA' 'CDEV.TA' 'AYAL.TA' 'ZUR.TA' 'KAFR.TA' 'FRSX.TA' 'ELDAV.TA'],['MLTM.TA' 'PLCR.TA' 'ROBO.TA' 'AICS.TA' 'SRAC.TA' 'RAVD.TA' 'SHOM.TA'],['AMAN.TA' 'ASHO.TA' 'RPAC.TA' 'ORBI.TA' 'RSEL.TA' 'CMER.TA' 'TREN.TA'],['EMCO.TA' 'NAWI.TA' 'AURA.TA' 'SFET.TA' 'ISCN.TA' 'TEDE.TA' 'SMNIN.TA'],['CMDR.TA' 'YBOX.TA' 'ENLT.TA' 'TUZA.TA' 'NISA.TA' 'PAYT.TA' 'ANLT.TA'],['PRTC.TA' 'IES.TA' 'CFX.TA' 'MNRV.TA' 'AVRT.TA' 'TAYA.TA' 'ONE.TA'],['IBI.TA' 'MTRX.TA' 'TLSY.TA' 'ASGR.TA' 'MTDS.TA' 'HOD.TA' 'GSFI.TA'],['PLRM.TA' 'RLCO.TA' 'KRUR.TA' 'EXPO.TA' 'KLIL.TA' 'WSMK.TA' 'BRIL.TA'],['SEMG.TA']
2003,5,['ADGR.TA' 'POLY.TA' 'CTPL5.TA' 'GZT.TA' 'LUDN.TA' 'TDRN.TA' 'AYAL.TA'],['ZUR.TA' 'BIRM.TA' 'EMDV.TA' 'KAFR.TA' 'ELDAV.TA' 'CDEV.TA' 'FRSX.TA'],['MLTM.TA' 'PLCR.TA' 'AICS.TA' 'ROBO.TA' 'SRAC.TA' 'RAVD.TA' 'SHOM.TA'],['AMAN.TA' 'RPAC.TA' 'ORBI.TA' 'ASHO.TA' 'RSEL.TA' 'TREN.TA' 'NAWI.TA'],['CMER.TA' 'EMCO.TA' 'AURA.TA' 'SFET.TA' 'ISCN.TA' 'TEDE.TA' 'SMNIN.TA'],['CMDR.TA' 'YBOX.TA' 'ENLT.TA' 'TUZA.TA' 'NISA.TA' 'PAYT.TA' 'ANLT.TA'],['PRTC.TA' 'IES.TA' 'CFX.TA' 'MNRV.TA' 'AVRT.TA' 'TAYA.TA' 'ONE.TA'],['IBI.TA' 'MTRX.TA' 'TLSY.TA' 'MTDS.TA' 'ASGR.TA' 'HOD.TA' 'GSFI.TA'],['PLRM.TA' 'RLCO.TA' 'KRUR.TA' 'EXPO.TA' 'KLIL.TA' 'WSMK.TA' 'BRIL.TA'],['SEMG.TA']
2003,6,['ADGR.TA' 'POLY.TA' 'CTPL5.TA' 'GZT.TA' 'LUDN.TA' 'ZUR.TA' 'AYAL.TA'],['BIRM.TA' 'TDRN.TA' 'EMDV.TA' 'KAFR.TA' 'CDEV.TA' 'ELDAV.TA' 'FRSX.TA'],['MLTM.TA' 'PLCR.TA' 'AICS.TA' 'ROBO.TA' 'SHOM.TA' 'RAVD.TA' 'SRAC.TA'],['AMAN.TA' 'RPAC.TA' 'ORBI.TA' 'ASHO.TA' 'RSEL.TA' 'NAWI.TA' 'TREN.TA'],['CMER.TA' 'EMCO.TA' 'AURA.TA' 'ISCN.TA' 'SFET.TA' 'TEDE.TA' 'SMNIN.TA'],['CMDR.TA' 'YBOX.TA' 'ENLT.TA' 'TUZA.TA' 'NISA.TA' 'PAYT.TA' 'ANLT.TA'],['PRTC.TA' 'IES.TA' 'CFX.TA' 'MNRV.TA' 'AVRT.TA' 'TAYA.TA' 'ONE.TA'],['IBI.TA' 'MTRX.TA' 'TLSY.TA' 'MTDS.TA' 'ASGR.TA' 'HOD.TA' 'GSFI.TA'],['PLRM.TA' 'RLCO.TA' 'KRUR.TA' 'EXPO.TA' 'KLIL.TA' 'WSMK.TA' 'BRIL.TA'],['SEMG.TA']
2003,7,['ADGR.TA' 'POLY.TA' 'CTPL5.TA' 'GZT.TA' 'LUDN.TA' 'ZUR.TA' 'AYAL.TA'],['BIRM.TA' 'EMDV.TA' 'TDRN.TA' 'KAFR.TA' 'ELDAV.TA' 'CDEV.TA' 'FRSX.TA'],['MLTM.TA' 'PLCR.TA' 'AICS.TA' 'ROBO.TA' 'SHOM.TA' 'RAVD.TA' 'SRAC.TA'],['AMAN.TA' 'RPAC.TA' 'ORBI.TA' 'ASHO.TA' 'NAWI.TA' 'TREN.TA' 'RSEL.TA'],['CMER.TA' 'EMCO.TA' 'AURA.TA' 'SFET.TA' 'ISCN.TA' 'TEDE.TA' 'SMNIN.TA'],['CMDR.TA' 'YBOX.TA' 'ENLT.TA' 'TUZA.TA' 'NISA.TA' 'PAYT.TA' 'ANLT.TA'],['PRTC.TA' 'IES.TA' 'CFX.TA' 'MNRV.TA' 'AVRT.TA' 'TAYA.TA' 'ONE.TA'],['IBI.TA' 'MTRX.TA' 'TLSY.TA' 'MTDS.TA' 'ASGR.TA' 'HOD.TA' 'GSFI.TA'],['PLRM.TA' 'RLCO.TA' 'KRUR.TA' 'EXPO.TA' 'KLIL.TA' 'WSMK.TA' 'BRIL.TA'],['SEMG.TA']
2003,8,['ADGR.TA' 'POLY.TA' 'CTPL5.TA' 'GZT.TA' 'LUDN.TA' 'ZUR.TA' 'BIRM.TA'],['AYAL.TA' 'TDRN.TA' 'EMDV.TA' 'KAFR.TA' 'FRSX.TA' 'CDEV.TA' 'ELDAV.TA'],['MLTM.TA' 'PLCR.TA' 'AICS.TA' 'SHOM.TA' 'ROBO.TA' 'RAVD.TA' 'SRAC.TA'],['AMAN.TA' 'RPAC.TA' 'ORBI.TA' 'ASHO.TA' 'NAWI.TA' 'TREN.TA' 'RSEL.TA'],['CMER.TA' 'EMCO.TA' 'AURA.TA' 'SFET.TA' 'ISCN.TA' 'TEDE.TA' 'SMNIN.TA'],['CMDR.TA' 'YBOX.TA' 'ENLT.TA' 'TUZA.TA' 'NISA.TA' 'PAYT.TA' 'ANLT.TA'],['PRTC.TA' 'IES.TA' 'CFX.TA' 'MNRV.TA' 'AVRT.TA' 'TAYA.TA' 'ONE.TA'],['IBI.TA' 'MTRX.TA' 'TLSY.TA' 'MTDS.TA' 'ASGR.TA' 'HOD.TA' 'GSFI.TA'],['PLRM.TA' 'RLCO.TA' 'KRUR.TA' 'EXPO.TA' 'KLIL.TA' 'WSMK.TA' 'BRIL.TA'],['SEMG.TA']
2003,9,['ADGR.TA' 'POLY.TA' 'CTPL5.TA' 'GZT.TA' 'LUDN.TA' 'ZUR.TA' 'AYAL.TA'],['BIRM.TA' 'TDRN.TA' 'EMDV.TA' 'KAFR.TA' 'MLTM.TA' 'FRSX.TA' 'CDEV.TA'],['ELDAV.TA' 'PLCR.TA' 'AICS.TA' 'SHOM.TA' 'ROBO.TA' 'RAVD.TA' 'SRAC.TA'],['AMAN.TA' 'RPAC.TA' 'ORBI.TA' 'NAWI.TA' 'ASHO.TA' 'TREN.TA' 'RSEL.TA'],['EMCO.TA' 'CMER.TA' 'AURA.TA' 'SFET.TA' 'ISCN.TA' 'TEDE.TA' 'SMNIN.TA'],['CMDR.TA' 'YBOX.TA' 'ENLT.TA' 'TUZA.TA' 'NISA.TA' 'PAYT.TA' 'ANLT.TA'],['PRTC.TA' 'IES.TA' 'CFX.TA' 'MNRV.TA' 'AVRT.TA' 'TAYA.TA' 'ONE.TA'],['IBI.TA' 'MTRX.TA' 'TLSY.TA' 'MTDS.TA' 'ASGR.TA' 'HOD.TA' 'GSFI.TA'],['PLRM.TA' 'RLCO.TA' 'KRUR.TA' 'EXPO.TA' 'KLIL.TA' 'WSMK.TA' 'BRIL.TA'],['SEMG.TA']
2003,10,['ADGR.TA' 'POLY.TA' 'CTPL5.TA' 'GZT.TA' 'LUDN.TA' 'ZUR.TA' 'AYAL.TA'],['BIRM.TA' 'TDRN.TA' 'EMDV.TA' 'KAFR.TA' 'FRSX.TA' 'MLTM.TA' 'ELDAV.TA'],['CDEV.TA' 'PLCR.TA' 'SHOM.TA' 'ROBO.TA' 'SRAC.TA' 'AMAN.TA' 'RAVD.TA'],['RPAC.TA' 'ORBI.TA' 'AICS.TA' 'NAWI.TA' 'ASHO.TA' 'TREN.TA' 'RSEL.TA'],['EMCO.TA' 'CMER.TA' 'AURA.TA' 'SFET.TA' 'ISCN.TA' 'TEDE.TA' 'SMNIN.TA'],['CMDR.TA' 'YBOX.TA' 'ENLT.TA' 'TUZA.TA' 'NISA.TA' 'PAYT.TA' 'ANLT.TA'],['PRTC.TA' 'IES.TA' 'CFX.TA' 'MNRV.TA' 'AVRT.TA' 'TAYA.TA' 'ONE.TA'],['IBI.TA' 'MTRX.TA' 'TLSY.TA' 'MTDS.TA' 'ASGR.TA' 'HOD.TA' 'GSFI.TA'],['PLRM.TA' 'RLCO.TA' 'KRUR.TA' 'EXPO.TA' 'KLIL.TA' 'WSMK.TA' 'BRIL.TA'],['SEMG.TA']
2003,11,['ADGR.TA' 'POLY.TA' 'CTPL5.TA' 'NAWI.TA' 'GZT.TA' 'ZUR.TA' 'LUDN.TA'],['AYAL.TA' 'BIRM.TA' 'TDRN.TA' 'EMDV.TA' 'FRSX.TA' 'ELDAV.TA' 'MLTM.TA'],['KAFR.TA' 'PLCR.TA' 'CDEV.TA' 'ROBO.TA' 'SRAC.TA' 'SHOM.TA' 'AMAN.TA'],['RPAC.TA' 'RAVD.TA' 'ORBI.TA' 'ASHO.TA' 'TREN.TA' 'EMCO.TA' 'RSEL.TA'],['CMER.TA' 'AICS.TA' 'AURA.TA' 'SFET.TA' 'ISCN.TA' 'TEDE.TA' 'SMNIN.TA'],['CMDR.TA' 'YBOX.TA' 'ENLT.TA' 'TUZA.TA' 'NISA.TA' 'PAYT.TA' 'ANLT.TA'],['PRTC.TA' 'IES.TA' 'CFX.TA' 'MNRV.TA' 'AVRT.TA' 'TAYA.TA' 'ONE.TA'],['IBI.TA' 'MTRX.TA' 'TLSY.TA' 'MTDS.TA' 'ASGR.TA' 'HOD.TA' 'GSFI.TA'],['PLRM.TA' 'RLCO.TA' 'KRUR.TA' 'EXPO.TA' 'WSMK.TA' 'KLIL.TA' 'BRIL.TA'],['SEMG.TA']
2003,12,['ADGR.TA' 'CTPL5.TA' 'POLY.TA' 'NAWI.TA' 'GZT.TA' 'ZUR.TA' 'BIRM.TA'],['AYAL.TA' 'LUDN.TA' 'TDRN.TA' 'FRSX.TA' 'EMDV.TA' 'ELDAV.TA' 'MLTM.TA'],['KAFR.TA' 'PLCR.TA' 'ROBO.TA' 'SRAC.TA' 'SHOM.TA' 'CDEV.TA' 'AMAN.TA'],['RPAC.TA' 'RAVD.TA' 'ORBI.TA' 'ASHO.TA' 'TREN.TA' 'RSEL.TA' 'EMCO.TA'],['CMER.TA' 'AICS.TA' 'AURA.TA' 'TEDE.TA' 'SFET.TA' 'ISCN.TA' 'SMNIN.TA'],['CMDR.TA' 'YBOX.TA' 'ENLT.TA' 'TUZA.TA' 'NISA.TA' 'PAYT.TA' 'ANLT.TA'],['PRTC.TA' 'IES.TA' 'CFX.TA' 'MNRV.TA' 'AVRT.TA' 'TAYA.TA' 'ONE.TA'],['IBI.TA' 'MTRX.TA' 'TLSY.TA' 'MTDS.TA' 'ASGR.TA' 'HOD.TA' 'GSFI.TA'],['PLRM.TA' 'RLCO.TA' 'KRUR.TA' 'EXPO.TA' 'WSMK.TA' 'KLIL.TA' 'BRIL.TA'],['SEMG.TA']
2004,1,['ADGR.TA' 'CTPL5.TA' 'POLY.TA' 'NAWI.TA' 'GZT.TA' 'ZUR.TA' 'BIRM.TA'],['LUDN.TA' 'AYAL.TA' 'TDRN.TA' 'FRSX.TA' 'ELDAV.TA' 'EMDV.TA' 'KAFR.TA'],['PLCR.TA' 'MLTM.TA' 'SRAC.TA' 'SHOM.TA' 'ROBO.TA' 'AMAN.TA' 'CDEV.TA'],['RPAC.TA' 'RAVD.TA' 'ORBI.TA' 'TREN.TA' 'RSEL.TA' 'EMCO.TA' 'ASHO.TA'],['CMER.TA' 'AICS.TA' 'AURA.TA' 'TEDE.TA' 'SFET.TA' 'ISCN.TA' 'SMNIN.TA'],['CMDR.TA' 'YBOX.TA' 'ENLT.TA' 'TUZA.TA' 'NISA.TA' 'PAYT.TA' 'ANLT.TA'],['PRTC.TA' 'IES.TA' 'CFX.TA' 'MNRV.TA' 'AVRT.TA' 'TAYA.TA' 'ONE.TA'],['IBI.TA' 'MTRX.TA' 'MTDS.TA' 'ASGR.TA' 'HOD.TA' 'GSFI.TA' 'PLRM.TA'],['RLCO.TA' 'KRUR.TA' 'EXPO.TA' 'TLSY.TA' 'WSMK.TA' 'KLIL.TA' 'BRIL.TA'],['SEMG.TA']
2004,2,['ADGR.TA' 'CTPL5.TA' 'POLY.TA' 'NAWI.TA' 'GZT.TA' 'ZUR.TA' 'LUDN.TA'],['BIRM.TA' 'AYAL.TA' 'FRSX.TA' 'TDRN.TA' 'EMDV.TA' 'KAFR.TA' 'PLCR.TA'],['MLTM.TA' 'SRAC.TA' 'SHOM.TA' 'ROBO.TA' 'ELDAV.TA' 'AMAN.TA' 'CDEV.TA'],['RPAC.TA' 'RAVD.TA' 'ORBI.TA' 'TREN.TA' 'RSEL.TA' 'EMCO.TA' 'ASHO.TA'],['CMER.TA' 'AICS.TA' 'AURA.TA' 'TEDE.TA' 'ISCN.TA' 'SFET.TA' 'SMNIN.TA'],['CMDR.TA' 'YBOX.TA' 'ENLT.TA' 'TUZA.TA' 'NISA.TA' 'PAYT.TA' 'ANLT.TA'],['PRTC.TA' 'IES.TA' 'CFX.TA' 'MNRV.TA' 'AVRT.TA' 'TAYA.TA' 'ONE.TA'],['IBI.TA' 'MTRX.TA' 'MTDS.TA' 'ASGR.TA' 'HOD.TA' 'GSFI.TA' 'PLRM.TA'],['RLCO.TA' 'KRUR.TA' 'EXPO.TA' 'TLSY.TA' 'WSMK.TA' 'KLIL.TA' 'BRIL.TA'],['SEMG.TA']
2004,3,['ADGR.TA' 'CTPL5.TA' 'POLY.TA' 'NAWI.TA' 'GZT.TA' 'ZUR.TA' 'LUDN.TA'],['BIRM.TA' 'AYAL.TA' 'FRSX.TA' 'TDRN.TA' 'EMDV.TA' 'KAFR.TA' 'PLCR.TA'],['MLTM.TA' 'SRAC.TA' 'SHOM.TA' 'ROBO.TA' 'ELDAV.TA' 'AMAN.TA' 'RPAC.TA'],['RAVD.TA' 'CDEV.TA' 'ORBI.TA' 'RSEL.TA' 'EMCO.TA' 'TREN.TA' 'ASHO.TA'],['CMER.TA' 'AICS.TA' 'AURA.TA' 'TEDE.TA' 'ISCN.TA' 'SFET.TA' 'SMNIN.TA'],['CMDR.TA' 'YBOX.TA' 'ENLT.TA' 'TUZA.TA' 'NISA.TA' 'PAYT.TA' 'ANLT.TA'],['PRTC.TA' 'IES.TA' 'CFX.TA' 'MNRV.TA' 'AVRT.TA' 'TAYA.TA' 'ONE.TA'],['IBI.TA' 'MTRX.TA' 'MTDS.TA' 'ASGR.TA' 'HOD.TA' 'GSFI.TA' 'PLRM.TA'],['RLCO.TA' 'KRUR.TA' 'EXPO.TA' 'TLSY.TA' 'WSMK.TA' 'KLIL.TA' 'BRIL.TA'],['SEMG.TA']
2004,4,['ADGR.TA' 'CTPL5.TA' 'POLY.TA' 'NAWI.TA' 'GZT.TA' 'ZUR.TA' 'LUDN.TA'],['BIRM.TA' 'AYAL.TA' 'FRSX.TA' 'TDRN.TA' 'EMDV.TA' 'KAFR.TA' 'PLCR.TA'],['MLTM.TA' 'SRAC.TA' 'ROBO.TA' 'SHOM.TA' 'ELDAV.TA' 'AMAN.TA' 'RPAC.TA'],['RAVD.TA' 'ORBI.TA' 'CDEV.TA' 'TREN.TA' 'EMCO.TA' 'RSEL.TA' 'CMER.TA'],['ASHO.TA' 'AICS.TA' 'AURA.TA' 'TEDE.TA' 'ISCN.TA' 'SFET.TA' 'SMNIN.TA'],['CMDR.TA' 'YBOX.TA' 'ENLT.TA' 'TUZA.TA' 'NISA.TA' 'PAYT.TA' 'ANLT.TA'],['PRTC.TA' 'IES.TA' 'CFX.TA' 'MNRV.TA' 'AVRT.TA' 'TAYA.TA' 'ONE.TA'],['IBI.TA' 'MTRX.TA' 'MTDS.TA' 'ASGR.TA' 'HOD.TA' 'GSFI.TA' 'PLRM.TA'],['RLCO.TA' 'KRUR.TA' 'EXPO.TA' 'TLSY.TA' 'WSMK.TA' 'KLIL.TA' 'BRIL.TA'],['SEMG.TA']
2004,5,['ADGR.TA' 'CTPL5.TA' 'POLY.TA' 'NAWI.TA' 'GZT.TA' 'ZUR.TA' 'LUDN.TA'],['BIRM.TA' 'AYAL.TA' 'FRSX.TA' 'TDRN.TA' 'EMDV.TA' 'KAFR.TA' 'PLCR.TA'],['MLTM.TA' 'SRAC.TA' 'ROBO.TA' 'SHOM.TA' 'ELDAV.TA' 'AMAN.TA' 'RPAC.TA'],['ORBI.TA' 'RAVD.TA' 'TREN.TA' 'EMCO.TA' 'CDEV.TA' 'RSEL.TA' 'CMER.TA'],['ASHO.TA' 'AICS.TA' 'AURA.TA' 'TEDE.TA' 'ISCN.TA' 'SFET.TA' 'SMNIN.TA'],['CMDR.TA' 'YBOX.TA' 'ENLT.TA' 'TUZA.TA' 'NISA.TA' 'PAYT.TA' 'ANLT.TA'],['PRTC.TA' 'IES.TA' 'CFX.TA' 'MNRV.TA' 'AVRT.TA' 'TAYA.TA' 'ONE.TA'],['IBI.TA' 'MTRX.TA' 'MTDS.TA' 'ASGR.TA' 'HOD.TA' 'GSFI.TA' 'PLRM.TA'],['RLCO.TA' 'KRUR.TA' 'EXPO.TA' 'TLSY.TA' 'WSMK.TA' 'KLIL.TA' 'BRIL.TA'],['SEMG.TA']
2004,6,['ADGR.TA' 'CTPL5.TA' 'POLY.TA' 'NAWI.TA' 'GZT.TA' 'ZUR.TA' 'BIRM.TA'],['LUDN.TA' 'AYAL.TA' 'FRSX.TA' 'TDRN.TA' 'KAFR.TA' 'PLCR.TA' 'MLTM.TA'],['SRAC.TA' 'ROBO.TA' 'SHOM.TA' 'EMDV.TA' 'ELDAV.TA' 'AMAN.TA' 'RPAC.TA'],['ORBI.TA' 'RAVD.TA' 'EMCO.TA' 'CDEV.TA' 'TREN.TA' 'RSEL.TA' 'CMER.TA'],['ASHO.TA' 'AICS.TA' 'AURA.TA' 'TEDE.TA' 'ISCN.TA' 'SFET.TA' 'SMNIN.TA'],['CMDR.TA' 'YBOX.TA' 'ENLT.TA' 'TUZA.TA' 'NISA.TA' 'PAYT.TA' 'ANLT.TA'],['PRTC.TA' 'IES.TA' 'CFX.TA' 'MNRV.TA' 'AVRT.TA' 'TAYA.TA' 'ONE.TA'],['IBI.TA' 'MTRX.TA' 'MTDS.TA' 'ASGR.TA' 'HOD.TA' 'GSFI.TA' 'PLRM.TA'],['RLCO.TA' 'KRUR.TA' 'EXPO.TA' 'TLSY.TA' 'WSMK.TA' 'KLIL.TA' 'BRIL.TA'],['SEMG.TA']
2004,7,['ADGR.TA' 'CTPL5.TA' 'POLY.TA' 'NAWI.TA' 'GZT.TA' 'ZUR.TA' 'BIRM.TA'],['LUDN.TA' 'AYAL.TA' 'FRSX.TA' 'TDRN.TA' 'KAFR.TA' 'PLCR.TA' 'MLTM.TA'],['SRAC.TA' 'ROBO.TA' 'SHOM.TA' 'EMDV.TA' 'ELDAV.TA' 'AMAN.TA' 'RPAC.TA'],['ORBI.TA' 'RAVD.TA' 'EMCO.TA' 'CDEV.TA' 'TREN.TA' 'RSEL.TA' 'CMER.TA'],['ASHO.TA' 'AICS.TA' 'AURA.TA' 'TEDE.TA' 'ISCN.TA' 'SFET.TA' 'SMNIN.TA'],['CMDR.TA' 'YBOX.TA' 'ENLT.TA' 'TUZA.TA' 'NISA.TA' 'PAYT.TA' 'ANLT.TA'],['PRTC.TA' 'IES.TA' 'CFX.TA' 'MNRV.TA' 'AVRT.TA' 'TAYA.TA' 'ONE.TA'],['IBI.TA' 'MTRX.TA' 'MTDS.TA' 'ASGR.TA' 'HOD.TA' 'GSFI.TA' 'PLRM.TA'],['RLCO.TA' 'KRUR.TA' 'EXPO.TA' 'TLSY.TA' 'WSMK.TA' 'KLIL.TA' 'BRIL.TA'],['SEMG.TA']
2004,8,['ADGR.TA' 'POLY.TA' 'CTPL5.TA' 'NAWI.TA' 'GZT.TA' 'ZUR.TA' 'AYAL.TA'],['FRSX.TA' 'LUDN.TA' 'BIRM.TA' 'TDRN.TA' 'KAFR.TA' 'PLCR.TA' 'MLTM.TA'],['SRAC.TA' 'ROBO.TA' 'SHOM.TA' 'EMDV.TA' 'AMAN.TA' 'ELDAV.TA' 'RPAC.TA'],['ORBI.TA' 'RAVD.TA' 'EMCO.TA' 'RSEL.TA' 'TREN.TA' 'CDEV.TA' 'CMER.TA'],['ASHO.TA' 'AICS.TA' 'AURA.TA' 'TEDE.TA' 'ISCN.TA' 'SFET.TA' 'SMNIN.TA'],['CMDR.TA' 'YBOX.TA' 'ENLT.TA' 'TUZA.TA' 'NISA.TA' 'PAYT.TA' 'ANLT.TA'],['PRTC.TA' 'IES.TA' 'CFX.TA' 'MNRV.TA' 'AVRT.TA' 'TAYA.TA' 'ONE.TA'],['IBI.TA' 'MTRX.TA' 'MTDS.TA' 'ASGR.TA' 'HOD.TA' 'GSFI.TA' 'PLRM.TA'],['RLCO.TA' 'KRUR.TA' 'EXPO.TA' 'TLSY.TA' 'WSMK.TA' 'KLIL.TA' 'BRIL.TA'],['SEMG.TA']
